order_id,order_date,ship_date,customer_name,segment,country,city,state,region,category,sub_category,product_name,sales,quantity,discount,profit
ORD01175,2025-04-15,2025-04-18,Jesse Park,Corporate,India,Mumbai,Karnataka,West,Office Supplies,Stapler,Stapler Plus,4808.86,2,0.18,1433.75
ORD01176,2025-11-03,2025-11-10,Anne Love,Home Office,India,Surat,Maharashtra,South,Technology,Keyboard,Keyboard Lite,4914.43,3,0.18,703.23
ORD01177,2023-08-18,2023-08-23,Bernard Herrera,Home Office,India,Surat,Maharashtra,East,Technology,Monitor,Monitor Lite,2742.78,9,0.03,-269.29
ORD01178,2025-02-03,2025-02-08,Katherine Anderson,Home Office,India,Mumbai,Karnataka,North,Technology,Keyboard,Keyboard Plus,4687.79,9,0.2,359.83
ORD01179,2023-11-15,2023-11-22,Michael Abbott DVM,Home Office,India,Ahmedabad,Karnataka,South,Office Supplies,Stapler,Stapler Pro,3485.02,4,0.21,1052.24
ORD01180,2024-05-10,2024-05-17,Jennifer Morgan,Consumer,India,Ahmedabad,Gujarat,North,Office Supplies,Paper,Paper Max,2060.29,4,0.16,-116.48
ORD01181,2024-01-16,2024-01-23,Gabriela Villarreal,Consumer,India,Delhi,Delhi,West,Technology,Mouse,Mouse Pro,3891.54,2,0.02,403.43
ORD01182,2024-09-06,2024-09-09,Rebecca Villanueva,Corporate,India,Bangalore,Gujarat,West,Office Supplies,File,File Pro,1969.35,4,0.09,351.86
ORD01183,2024-12-20,2024-12-21,Robert Grimes,Home Office,India,Ahmedabad,Karnataka,East,Furniture,Sofa,Sofa Lite,1316.12,8,0.26,95.67
ORD01184,2023-03-21,2023-03-25,David Woods,Consumer,India,Surat,Gujarat,West,Technology,Monitor,Monitor Lite,3807.29,2,0.14,550.84
ORD01185,2024-05-09,2024-05-14,James Foster,Home Office,India,Delhi,Maharashtra,West,Office Supplies,Paper,Paper Pro,4920.8,1,0.1,731.63
ORD01186,2023-02-27,2023-03-04,Tamara Mcfarland,Home Office,India,Delhi,Gujarat,East,Technology,Mouse,Mouse Pro,2249.93,9,0.05,53.17
ORD01187,2025-10-02,2025-10-04,Scott Cole,Home Office,India,Mumbai,Karnataka,North,Office Supplies,File,File Plus,4516.2,5,0.26,-370.7
ORD01188,2025-09-14,2025-09-18,Mr. Derrick Kim,Consumer,India,Delhi,Gujarat,East,Technology,Mouse,Mouse Plus,1282.76,7,0.23,337.44
ORD01189,2025-10-07,2025-10-09,Rachel Rangel,Home Office,India,Bangalore,Gujarat,West,Technology,Keyboard,Keyboard Lite,3583.45,2,0.03,-133.87
ORD01190,2023-02-12,2023-02-18,Michelle West,Corporate,India,Ahmedabad,Delhi,West,Furniture,Desk,Desk Lite,2649.62,6,0.19,-138.18
ORD01191,2023-06-28,2023-07-01,Kyle Adams,Consumer,India,Surat,Gujarat,North,Technology,Laptop,Laptop Plus,4395.02,6,0.14,563.45
ORD01192,2024-01-18,2024-01-24,Christopher White,Consumer,India,Surat,Karnataka,North,Technology,Printer,Printer Pro,1022.76,9,0.11,18.77
ORD01193,2023-10-29,2023-11-01,Penny Powell,Consumer,India,Ahmedabad,Delhi,North,Technology,Mouse,Mouse Max,709.41,7,0.0,-51.79
ORD01194,2024-05-14,2024-05-21,Anthony Blair,Corporate,India,Surat,Gujarat,South,Technology,Keyboard,Keyboard Lite,2427.93,4,0.06,275.91
ORD01195,2023-05-26,2023-05-28,Eric Ramirez,Corporate,India,Bangalore,Gujarat,South,Office Supplies,File,File Plus,3352.06,9,0.04,811.98
ORD01196,2025-01-10,2025-01-12,Justin Wheeler,Corporate,India,Delhi,Gujarat,South,Office Supplies,Stapler,Stapler Max,4148.48,7,0.02,391.38
ORD01197,2024-04-05,2024-04-11,Timothy Baker,Corporate,India,Surat,Maharashtra,East,Furniture,Desk,Desk Lite,4542.16,8,0.18,1161.48
ORD01198,2023-03-05,2023-03-09,Jeff Hendrix,Home Office,India,Ahmedabad,Delhi,East,Technology,Monitor,Monitor Lite,378.35,2,0.21,94.46
ORD01199,2024-11-30,2024-12-03,Thomas Murphy,Corporate,India,Bangalore,Karnataka,West,Furniture,Desk,Desk Plus,4189.81,10,0.1,161.99
ORD01200,2023-07-06,2023-07-12,Amanda Wolfe,Consumer,India,Mumbai,Delhi,East,Furniture,Sofa,Sofa Max,2473.89,6,0.16,438.78
ORD01201,2024-04-11,2024-04-14,Nicholas Holt,Corporate,India,Mumbai,Maharashtra,East,Office Supplies,File,File Lite,4637.76,6,0.27,717.49
ORD01202,2025-05-18,2025-05-24,Mr. James Krueger,Home Office,India,Mumbai,Maharashtra,East,Furniture,Sofa,Sofa Max,3312.6,10,0.27,-123.64
ORD01203,2025-12-01,2025-12-03,Jacqueline Anderson,Home Office,India,Mumbai,Maharashtra,West,Technology,Monitor,Monitor Max,630.19,5,0.19,-4.68
ORD01204,2025-09-18,2025-09-24,Evelyn Aguirre,Corporate,India,Bangalore,Gujarat,East,Technology,Monitor,Monitor Pro,1390.17,10,0.14,74.55
ORD01205,2025-03-16,2025-03-17,Eric Liu,Home Office,India,Bangalore,Delhi,West,Furniture,Bookshelf,Bookshelf Plus,379.4,5,0.28,39.7
ORD01206,2025-05-25,2025-05-31,Jesus Perez,Corporate,India,Ahmedabad,Maharashtra,South,Furniture,Chair,Chair Pro,4909.4,10,0.03,474.87
ORD01207,2023-03-26,2023-04-02,Brandi Hall,Consumer,India,Delhi,Maharashtra,North,Furniture,Chair,Chair Pro,397.89,2,0.16,8.27
ORD01208,2024-11-22,2024-11-27,Tammie Savage,Home Office,India,Bangalore,Delhi,East,Technology,Laptop,Laptop Plus,3611.88,5,0.13,13.44
ORD01209,2024-10-10,2024-10-17,Julie Forbes,Consumer,India,Ahmedabad,Delhi,West,Technology,Laptop,Laptop Pro,1138.37,7,0.06,201.87
ORD01210,2025-04-12,2025-04-14,Daniel Pierce,Consumer,India,Mumbai,Gujarat,North,Technology,Mouse,Mouse Plus,1248.02,10,0.05,-27.34
ORD01211,2025-06-10,2025-06-15,Christopher Little,Consumer,India,Delhi,Karnataka,West,Office Supplies,Paper,Paper Plus,4311.43,7,0.13,19.32
ORD01212,2025-02-17,2025-02-18,Katie Maynard,Corporate,India,Bangalore,Delhi,East,Office Supplies,Stapler,Stapler Pro,2729.26,5,0.06,554.01
ORD01213,2025-03-05,2025-03-12,Tracey Bush,Home Office,India,Delhi,Maharashtra,West,Furniture,Bookshelf,Bookshelf Plus,2238.84,4,0.11,484.83
ORD01214,2024-12-24,2024-12-28,Katherine Banks,Corporate,India,Ahmedabad,Maharashtra,North,Technology,Keyboard,Keyboard Lite,1407.0,5,0.27,99.55
ORD01215,2025-03-07,2025-03-12,Heather Kent,Corporate,India,Delhi,Gujarat,West,Office Supplies,Pen,Pen Max,1758.66,7,0.01,169.41
ORD01216,2024-07-05,2024-07-08,Vanessa Brooks,Home Office,India,Bangalore,Maharashtra,North,Furniture,Table,Table Lite,4562.41,5,0.14,-110.21
ORD01217,2024-04-13,2024-04-14,Thomas Cooper,Consumer,India,Mumbai,Gujarat,East,Furniture,Chair,Chair Lite,3550.17,3,0.03,755.8
ORD01218,2023-10-18,2023-10-25,Joshua Stark,Home Office,India,Ahmedabad,Maharashtra,North,Technology,Keyboard,Keyboard Pro,2207.67,3,0.07,88.79
ORD01219,2024-08-13,2024-08-18,William Roberts,Consumer,India,Bangalore,Gujarat,North,Office Supplies,Notebook,Notebook Pro,2377.73,7,0.27,15.0
ORD01220,2025-12-29,2025-12-30,Jennifer Mathis,Consumer,India,Bangalore,Maharashtra,South,Furniture,Table,Table Pro,3906.34,9,0.23,880.66
ORD01221,2024-07-11,2024-07-16,Leah Brown,Consumer,India,Surat,Gujarat,West,Furniture,Table,Table Plus,4075.86,9,0.15,-303.32
ORD01222,2025-01-22,2025-01-27,Jeffrey Castaneda,Consumer,India,Surat,Maharashtra,North,Technology,Mouse,Mouse Pro,3926.63,8,0.07,-83.18
ORD01223,2023-01-02,2023-01-05,Jacqueline Mercado,Home Office,India,Delhi,Karnataka,East,Furniture,Table,Table Lite,2330.82,8,0.2,181.24
ORD01224,2025-04-14,2025-04-16,Drew Smith,Consumer,India,Bangalore,Delhi,East,Furniture,Bookshelf,Bookshelf Pro,2540.61,8,0.04,-212.43
ORD01225,2025-02-22,2025-02-26,Sara Andrade,Consumer,India,Surat,Karnataka,South,Office Supplies,Stapler,Stapler Lite,1532.61,1,0.09,-16.22
ORD01226,2024-09-10,2024-09-14,Brian Meyer,Corporate,India,Delhi,Karnataka,West,Office Supplies,Notebook,Notebook Lite,1260.23,1,0.27,386.45
ORD01227,2025-08-06,2025-08-08,Michael Washington,Home Office,India,Ahmedabad,Delhi,East,Furniture,Table,Table Pro,2108.21,1,0.07,-72.75
ORD01228,2025-03-02,2025-03-08,Heather Gutierrez,Home Office,India,Bangalore,Karnataka,North,Furniture,Desk,Desk Lite,4366.96,2,0.18,260.48
ORD01229,2024-11-09,2024-11-11,Gregory Carroll,Consumer,India,Bangalore,Delhi,North,Technology,Keyboard,Keyboard Pro,1586.19,9,0.05,549.53
ORD01230,2025-12-03,2025-12-06,Michael Singh,Corporate,India,Bangalore,Delhi,East,Office Supplies,Notebook,Notebook Max,169.49,7,0.1,29.8
ORD01231,2023-09-10,2023-09-14,Michelle Rivera,Home Office,India,Bangalore,Gujarat,South,Technology,Printer,Printer Lite,3804.54,7,0.23,-318.55
ORD01232,2024-07-01,2024-07-03,Michael Mcgee,Corporate,India,Surat,Gujarat,North,Furniture,Desk,Desk Max,753.95,4,0.03,54.85
ORD01233,2024-02-03,2024-02-07,Cassandra Brooks,Corporate,India,Bangalore,Delhi,South,Technology,Mouse,Mouse Pro,2868.01,7,0.24,853.02
ORD01234,2023-03-18,2023-03-21,Tiffany Lucero,Consumer,India,Delhi,Gujarat,North,Technology,Mouse,Mouse Lite,3649.83,2,0.07,1138.05
ORD01235,2025-02-01,2025-02-08,Tony Peterson,Home Office,India,Mumbai,Delhi,South,Furniture,Bookshelf,Bookshelf Max,2371.19,5,0.17,347.54
ORD01236,2024-04-08,2024-04-15,Tina Valdez,Corporate,India,Delhi,Karnataka,North,Office Supplies,Notebook,Notebook Max,160.01,8,0.08,51.68
ORD01237,2023-10-31,2023-11-05,Kaitlin Gonzalez,Consumer,India,Ahmedabad,Delhi,West,Furniture,Chair,Chair Lite,1156.94,4,0.26,13.8
ORD01238,2024-11-09,2024-11-12,Matthew Flowers,Home Office,India,Ahmedabad,Delhi,North,Furniture,Bookshelf,Bookshelf Lite,451.59,3,0.19,147.59
ORD01239,2023-11-12,2023-11-16,Angela Perez,Corporate,India,Surat,Karnataka,West,Furniture,Desk,Desk Lite,2392.21,1,0.1,159.49
ORD01240,2025-04-10,2025-04-14,Maria Knight,Corporate,India,Surat,Delhi,West,Office Supplies,Notebook,Notebook Pro,4254.78,5,0.07,1114.92
ORD01241,2023-06-18,2023-06-25,Teresa Lee,Consumer,India,Surat,Gujarat,North,Technology,Laptop,Laptop Lite,3700.28,3,0.16,450.29
ORD01242,2023-10-01,2023-10-04,Thomas Monroe,Home Office,India,Mumbai,Gujarat,North,Technology,Laptop,Laptop Plus,4919.32,6,0.2,1540.42
ORD01243,2023-07-24,2023-07-25,David Williams,Consumer,India,Surat,Karnataka,West,Furniture,Sofa,Sofa Pro,4981.76,2,0.3,879.1
ORD01244,2024-08-19,2024-08-24,Tanya Johnston,Consumer,India,Delhi,Delhi,South,Furniture,Bookshelf,Bookshelf Pro,4192.41,2,0.25,117.39
ORD01245,2024-04-03,2024-04-09,Christopher Mendoza,Home Office,India,Delhi,Karnataka,East,Furniture,Bookshelf,Bookshelf Max,1454.3,7,0.26,289.77
ORD01246,2025-05-06,2025-05-13,Jacqueline Weeks,Corporate,India,Surat,Maharashtra,North,Furniture,Desk,Desk Pro,4655.96,5,0.2,-24.46
ORD01247,2023-08-30,2023-09-01,Alexis Wright,Corporate,India,Mumbai,Delhi,South,Technology,Printer,Printer Lite,582.99,8,0.04,131.32
ORD01248,2023-09-09,2023-09-15,Sherri Mack,Home Office,India,Surat,Karnataka,North,Furniture,Desk,Desk Max,3357.93,9,0.22,121.37
ORD01249,2024-01-28,2024-01-31,Bradley Smith,Corporate,India,Surat,Karnataka,West,Technology,Monitor,Monitor Lite,376.97,1,0.25,98.63
ORD01250,2025-07-09,2025-07-11,Jacob Lin,Home Office,India,Surat,Gujarat,South,Office Supplies,Paper,Paper Max,4088.12,7,0.2,1353.7
ORD01251,2025-09-24,2025-09-27,Michele Martinez,Corporate,India,Surat,Maharashtra,West,Furniture,Chair,Chair Pro,783.43,3,0.07,134.57
ORD01252,2024-12-03,2024-12-10,Derek King,Home Office,India,Surat,Maharashtra,South,Technology,Keyboard,Keyboard Max,3093.64,6,0.0,362.76
ORD01253,2024-07-14,2024-07-19,Jennifer Lewis,Home Office,India,Surat,Karnataka,North,Office Supplies,File,File Lite,1983.92,9,0.3,348.39
ORD01254,2024-08-17,2024-08-22,Jessica Mahoney,Corporate,India,Bangalore,Gujarat,West,Office Supplies,File,File Lite,4984.11,8,0.01,247.57
ORD01255,2024-04-17,2024-04-20,Marc Ramirez,Home Office,India,Ahmedabad,Maharashtra,East,Furniture,Bookshelf,Bookshelf Lite,4182.27,4,0.13,146.91
ORD01256,2025-12-22,2025-12-24,Jose Stanley,Consumer,India,Ahmedabad,Delhi,West,Furniture,Chair,Chair Pro,250.69,8,0.07,-24.82
ORD01257,2023-04-15,2023-04-19,Ryan Miller,Consumer,India,Surat,Karnataka,East,Office Supplies,Paper,Paper Plus,4944.9,4,0.16,734.62
ORD01258,2023-01-30,2023-02-05,Nicholas Case Jr.,Consumer,India,Ahmedabad,Maharashtra,East,Office Supplies,Notebook,Notebook Plus,2176.03,6,0.19,709.3
ORD01259,2024-06-10,2024-06-14,Carlos Brown,Consumer,India,Mumbai,Delhi,North,Office Supplies,Paper,Paper Pro,851.21,7,0.06,-22.34
ORD01260,2023-01-07,2023-01-09,Gina Castillo MD,Corporate,India,Mumbai,Gujarat,West,Technology,Laptop,Laptop Pro,376.61,5,0.29,-18.45
ORD01261,2024-07-23,2024-07-30,Bonnie Reed,Consumer,India,Bangalore,Delhi,North,Furniture,Bookshelf,Bookshelf Pro,462.18,2,0.11,34.45
ORD01262,2023-10-26,2023-10-29,Bryce Cox,Home Office,India,Mumbai,Gujarat,East,Technology,Mouse,Mouse Lite,843.68,9,0.06,291.91
ORD01263,2025-11-15,2025-11-22,Katherine Melendez,Corporate,India,Bangalore,Gujarat,South,Furniture,Chair,Chair Lite,4068.46,4,0.05,730.22
ORD01264,2025-03-04,2025-03-07,Michael Conway,Consumer,India,Ahmedabad,Delhi,North,Office Supplies,Stapler,Stapler Max,3230.51,4,0.27,-270.17
ORD01265,2025-05-01,2025-05-07,Michael Turner,Consumer,India,Bangalore,Gujarat,South,Office Supplies,Paper,Paper Lite,4195.72,6,0.26,-258.66
ORD01266,2024-11-28,2024-11-29,Brian Hendricks,Consumer,India,Mumbai,Karnataka,East,Furniture,Bookshelf,Bookshelf Pro,3143.49,1,0.24,588.26
ORD01267,2024-09-06,2024-09-12,Cathy Johnson,Consumer,India,Mumbai,Delhi,West,Technology,Laptop,Laptop Pro,4822.19,3,0.21,1287.82
ORD01268,2023-06-03,2023-06-07,Tracy Wagner,Corporate,India,Mumbai,Maharashtra,North,Office Supplies,Paper,Paper Plus,1576.51,5,0.12,-139.1
ORD01269,2023-07-25,2023-07-28,Mark Santiago,Consumer,India,Surat,Maharashtra,North,Office Supplies,File,File Plus,611.2,5,0.23,26.43
ORD01270,2024-09-29,2024-10-06,Ashley Williams,Home Office,India,Bangalore,Delhi,East,Technology,Keyboard,Keyboard Pro,3815.14,9,0.27,-244.75
ORD01271,2024-09-30,2024-10-04,Daniel Blanchard,Consumer,India,Ahmedabad,Gujarat,North,Furniture,Chair,Chair Lite,510.19,6,0.08,-39.07
ORD01272,2025-01-09,2025-01-13,Melissa Figueroa,Consumer,India,Ahmedabad,Delhi,South,Technology,Monitor,Monitor Plus,2732.72,5,0.05,882.25
ORD01273,2023-08-01,2023-08-07,William Baker,Consumer,India,Bangalore,Maharashtra,West,Office Supplies,File,File Pro,4070.63,8,0.07,890.14
ORD01274,2024-07-13,2024-07-18,William George,Corporate,India,Surat,Karnataka,South,Office Supplies,File,File Max,3983.57,4,0.15,28.13
ORD01275,2025-04-08,2025-04-13,Sonia Klein,Consumer,India,Delhi,Delhi,West,Furniture,Table,Table Pro,2087.14,10,0.09,25.18
ORD01276,2024-01-27,2024-02-02,Kristopher Hampton,Home Office,India,Ahmedabad,Maharashtra,South,Technology,Monitor,Monitor Pro,1302.03,3,0.17,346.99
ORD01277,2023-04-06,2023-04-12,Lisa Burke,Consumer,India,Bangalore,Gujarat,South,Technology,Mouse,Mouse Pro,407.39,7,0.04,-0.75
ORD01278,2025-04-26,2025-04-27,Katrina Reid,Consumer,India,Mumbai,Delhi,West,Office Supplies,Pen,Pen Lite,1739.72,8,0.04,393.07
ORD01279,2024-07-17,2024-07-21,Daniel Edwards,Home Office,India,Surat,Karnataka,West,Office Supplies,File,File Max,3332.44,3,0.06,196.38
ORD01280,2024-05-31,2024-06-01,Krista Green,Consumer,India,Delhi,Delhi,South,Furniture,Chair,Chair Lite,2194.8,3,0.02,658.49
ORD01281,2023-10-16,2023-10-19,Joseph Lynn,Home Office,India,Ahmedabad,Karnataka,East,Technology,Keyboard,Keyboard Max,1432.67,7,0.23,161.83
ORD01282,2025-07-09,2025-07-11,Shawn Wilson,Corporate,India,Surat,Karnataka,South,Office Supplies,Notebook,Notebook Lite,3457.73,5,0.25,1153.43
ORD01283,2024-04-25,2024-05-01,Julie Bennett,Home Office,India,Surat,Gujarat,East,Technology,Laptop,Laptop Max,2455.22,4,0.3,364.07
ORD01284,2023-07-22,2023-07-25,Catherine Harris,Consumer,India,Ahmedabad,Gujarat,South,Office Supplies,Paper,Paper Max,4316.91,9,0.24,1018.28
ORD01285,2025-12-21,2025-12-23,Brian Cameron,Corporate,India,Bangalore,Karnataka,East,Furniture,Table,Table Pro,3156.22,9,0.0,1045.91
ORD01286,2024-01-19,2024-01-20,Julie Pearson,Home Office,India,Surat,Karnataka,East,Furniture,Table,Table Pro,3676.46,7,0.08,963.48
ORD01287,2024-02-06,2024-02-08,Brian Mccullough,Home Office,India,Mumbai,Karnataka,South,Furniture,Desk,Desk Lite,1657.34,6,0.11,400.28
ORD01288,2023-06-06,2023-06-07,Charles Graham,Consumer,India,Delhi,Karnataka,North,Office Supplies,Pen,Pen Pro,2847.54,3,0.07,825.64
ORD01289,2025-06-22,2025-06-28,Steven Roberson,Corporate,India,Ahmedabad,Karnataka,North,Office Supplies,File,File Max,721.82,4,0.07,-40.72
ORD01290,2025-07-10,2025-07-12,William Erickson,Corporate,India,Bangalore,Maharashtra,North,Office Supplies,File,File Lite,512.74,4,0.18,-29.7
ORD01291,2023-12-09,2023-12-15,Gregory King,Consumer,India,Delhi,Delhi,North,Office Supplies,Paper,Paper Pro,3798.77,1,0.28,456.98
ORD01292,2024-04-14,2024-04-19,Tony Cooper,Corporate,India,Bangalore,Maharashtra,North,Office Supplies,File,File Pro,1424.47,7,0.21,456.68
ORD01293,2023-02-13,2023-02-19,Luis Thompson,Consumer,India,Surat,Maharashtra,South,Office Supplies,File,File Plus,1412.53,3,0.25,7.63
ORD01294,2025-08-01,2025-08-02,Randall Mcclain IV,Home Office,India,Surat,Delhi,East,Technology,Keyboard,Keyboard Lite,3325.22,4,0.19,-285.4
ORD01295,2023-11-22,2023-11-26,Robin Sandoval,Home Office,India,Delhi,Gujarat,North,Technology,Laptop,Laptop Plus,1921.53,3,0.11,268.75
ORD01296,2023-11-11,2023-11-15,Karen Fleming,Home Office,India,Bangalore,Delhi,West,Technology,Laptop,Laptop Plus,586.78,4,0.21,-14.8
ORD01297,2024-03-17,2024-03-21,Andrea Brooks,Corporate,India,Mumbai,Maharashtra,North,Office Supplies,File,File Plus,2153.19,10,0.25,215.93
ORD01298,2025-02-08,2025-02-15,Tammy Ryan,Home Office,India,Surat,Gujarat,South,Furniture,Sofa,Sofa Pro,2700.47,2,0.26,-129.88
ORD01299,2025-03-19,2025-03-25,Melissa Lewis,Consumer,India,Surat,Maharashtra,North,Office Supplies,Stapler,Stapler Pro,2924.28,3,0.02,-55.83
ORD01300,2023-06-21,2023-06-24,Angela Bond,Consumer,India,Surat,Gujarat,West,Technology,Printer,Printer Lite,2649.13,2,0.08,130.96
ORD01301,2024-03-27,2024-04-02,David Farrell,Corporate,India,Bangalore,Gujarat,East,Technology,Mouse,Mouse Lite,3199.43,9,0.04,316.92
ORD01302,2024-11-22,2024-11-23,Samantha Gardner,Home Office,India,Ahmedabad,Gujarat,North,Technology,Keyboard,Keyboard Max,213.88,1,0.23,53.23
ORD01303,2023-06-16,2023-06-17,Angela Welch,Home Office,India,Mumbai,Gujarat,North,Technology,Printer,Printer Plus,3455.38,8,0.29,-192.75
ORD01304,2025-02-15,2025-02-21,Melissa Barrera,Corporate,India,Surat,Gujarat,South,Furniture,Sofa,Sofa Lite,620.03,9,0.19,147.96
ORD01305,2025-12-05,2025-12-12,Ashley Dalton,Home Office,India,Ahmedabad,Delhi,West,Furniture,Desk,Desk Lite,429.19,3,0.25,12.89
ORD01306,2025-06-09,2025-06-13,Christopher Gomez,Consumer,India,Delhi,Delhi,East,Technology,Printer,Printer Pro,179.94,10,0.01,35.61
ORD01307,2024-07-17,2024-07-22,John Castillo,Consumer,India,Mumbai,Maharashtra,East,Furniture,Bookshelf,Bookshelf Max,792.3,7,0.17,4.84
ORD01308,2025-01-19,2025-01-22,Molly Cunningham,Home Office,India,Ahmedabad,Karnataka,North,Office Supplies,Pen,Pen Lite,4116.81,10,0.11,-334.11
ORD01309,2025-04-20,2025-04-25,Paul Turner,Consumer,India,Bangalore,Maharashtra,South,Technology,Mouse,Mouse Pro,4287.33,9,0.14,256.32
ORD01310,2023-04-07,2023-04-08,Darrell Leach,Home Office,India,Bangalore,Gujarat,East,Technology,Keyboard,Keyboard Max,4332.99,5,0.25,-191.0
ORD01311,2025-08-28,2025-09-01,Jonathan Cortez,Consumer,India,Bangalore,Gujarat,West,Office Supplies,Notebook,Notebook Max,4408.25,4,0.15,309.19
ORD01312,2023-05-15,2023-05-17,Mark Rice,Home Office,India,Bangalore,Delhi,West,Technology,Mouse,Mouse Max,3498.39,10,0.2,793.07
ORD01313,2024-05-12,2024-05-16,Jeffrey Johnson,Home Office,India,Delhi,Maharashtra,North,Technology,Laptop,Laptop Max,3794.57,3,0.11,858.91
ORD01314,2025-08-04,2025-08-11,Lisa Fowler,Corporate,India,Surat,Delhi,East,Furniture,Chair,Chair Max,251.86,7,0.09,86.13
ORD01315,2025-04-05,2025-04-12,Eric Taylor,Corporate,India,Surat,Gujarat,North,Technology,Mouse,Mouse Lite,1183.94,6,0.1,245.59
ORD01316,2025-04-22,2025-04-29,Danielle Mora,Home Office,India,Bangalore,Gujarat,South,Furniture,Sofa,Sofa Pro,1434.95,5,0.15,476.39
ORD01317,2025-10-22,2025-10-27,Kimberly Payne,Corporate,India,Bangalore,Gujarat,East,Furniture,Table,Table Pro,933.35,5,0.1,315.11
ORD01318,2024-08-19,2024-08-21,Aimee Porter,Corporate,India,Surat,Delhi,East,Furniture,Chair,Chair Pro,1062.97,4,0.06,259.65
ORD01319,2023-10-17,2023-10-24,Jamie Dunlap,Corporate,India,Ahmedabad,Gujarat,South,Furniture,Table,Table Plus,555.77,2,0.21,58.15
ORD01320,2024-02-10,2024-02-14,Robert Richards,Consumer,India,Delhi,Gujarat,North,Office Supplies,Pen,Pen Pro,1123.07,7,0.19,392.79
ORD01321,2025-10-14,2025-10-21,Tammy Whitehead,Corporate,India,Bangalore,Gujarat,North,Office Supplies,File,File Plus,4810.42,7,0.03,1598.66
ORD01322,2023-03-02,2023-03-07,Timothy West,Home Office,India,Bangalore,Gujarat,South,Technology,Laptop,Laptop Lite,578.39,7,0.03,-24.55
ORD01323,2025-10-15,2025-10-18,Brooke Compton,Corporate,India,Ahmedabad,Maharashtra,West,Furniture,Desk,Desk Max,3659.84,10,0.04,827.67
ORD01324,2023-10-02,2023-10-03,Robert Gentry,Home Office,India,Bangalore,Delhi,North,Office Supplies,Paper,Paper Max,427.45,10,0.02,-19.05
ORD01325,2025-03-24,2025-03-29,Lori Ellis,Corporate,India,Surat,Maharashtra,South,Technology,Mouse,Mouse Plus,2412.87,1,0.18,580.14
ORD01326,2025-11-01,2025-11-03,Lisa Joseph,Consumer,India,Ahmedabad,Delhi,North,Office Supplies,File,File Max,413.83,8,0.08,21.5
ORD01327,2025-04-14,2025-04-20,Jill Campos,Corporate,India,Surat,Karnataka,West,Technology,Printer,Printer Lite,262.12,6,0.19,65.56
ORD01328,2025-11-29,2025-12-05,Megan Smith,Consumer,India,Surat,Gujarat,South,Furniture,Chair,Chair Max,525.13,3,0.13,147.53
ORD01329,2023-07-01,2023-07-08,Michael Sanders,Consumer,India,Mumbai,Maharashtra,North,Furniture,Desk,Desk Plus,4362.61,1,0.12,908.33
ORD01330,2024-11-28,2024-12-01,Brandy Andrews,Home Office,India,Ahmedabad,Karnataka,West,Technology,Keyboard,Keyboard Lite,307.66,7,0.15,-5.37
ORD01331,2024-03-07,2024-03-12,Julie Mejia,Consumer,India,Mumbai,Gujarat,West,Office Supplies,Notebook,Notebook Plus,4165.39,5,0.22,-340.92
ORD01332,2024-05-01,2024-05-05,Eric Mitchell,Corporate,India,Ahmedabad,Maharashtra,South,Furniture,Sofa,Sofa Max,4321.03,9,0.22,595.76
ORD01333,2023-04-20,2023-04-21,Brandi Butler,Consumer,India,Bangalore,Delhi,North,Office Supplies,Pen,Pen Max,3351.78,8,0.21,-307.95
ORD01334,2024-01-08,2024-01-09,Jennifer Munoz,Consumer,India,Delhi,Karnataka,West,Furniture,Bookshelf,Bookshelf Max,3587.53,8,0.3,582.27
ORD01335,2025-07-23,2025-07-24,Robert Cooper,Home Office,India,Delhi,Maharashtra,South,Office Supplies,File,File Max,4451.3,5,0.04,1124.35
ORD01336,2024-08-25,2024-08-26,Joseph Hughes,Consumer,India,Surat,Maharashtra,North,Office Supplies,Pen,Pen Plus,3872.88,5,0.17,993.53
ORD01337,2023-10-17,2023-10-24,Tanya Smith MD,Consumer,India,Delhi,Gujarat,West,Technology,Keyboard,Keyboard Plus,4847.09,7,0.17,1610.6
ORD01338,2025-07-25,2025-08-01,Larry Miles,Consumer,India,Mumbai,Maharashtra,South,Furniture,Chair,Chair Max,2117.63,1,0.19,-46.03
ORD01339,2025-01-10,2025-01-16,Robert Gray,Consumer,India,Mumbai,Gujarat,East,Office Supplies,File,File Lite,1257.61,9,0.04,381.91
ORD01340,2023-10-19,2023-10-25,Michael Garcia,Consumer,India,Delhi,Delhi,South,Office Supplies,Pen,Pen Lite,2853.03,7,0.1,419.86
ORD01341,2023-07-11,2023-07-18,Brandon Willis,Consumer,India,Surat,Gujarat,West,Office Supplies,Paper,Paper Lite,2775.54,10,0.11,230.69
ORD01342,2024-01-25,2024-02-01,Belinda Lewis,Consumer,India,Mumbai,Maharashtra,East,Technology,Mouse,Mouse Lite,2666.1,10,0.1,841.75
ORD01343,2024-05-07,2024-05-12,Jodi Horne,Consumer,India,Ahmedabad,Maharashtra,West,Office Supplies,Notebook,Notebook Plus,3991.6,5,0.25,89.23
ORD01344,2025-11-18,2025-11-22,Adam Taylor,Corporate,India,Bangalore,Maharashtra,North,Technology,Laptop,Laptop Pro,3021.94,7,0.02,-227.2
ORD01345,2024-11-16,2024-11-23,Allison Ware,Home Office,India,Ahmedabad,Delhi,North,Office Supplies,Notebook,Notebook Max,4848.99,1,0.01,-340.4
